,score,length,group
2595,0.0003285574202891,-3,Meditron
2596,0.9999394416809082,-52,Meditron
2597,0.1068580001592636,-2,Meditron
2598,9.57443844527006e-05,2,Meditron
2599,0.9819450378417968,-5,Meditron
2600,6.83856924297288e-05,1,Meditron
2601,0.0003136293089482,-1,Meditron
2602,0.0010262028081342,-42,Meditron
2603,0.0002831059100572,0,Meditron
2604,0.0006142184720374,-22,Meditron
2605,0.0005560912541113,-20,Meditron
2606,0.9975826740264891,-6,Meditron
2607,0.9919833540916444,-6,Meditron
2608,0.0004451351705938,-1,Meditron
2609,0.0001100466470234,-3,Meditron
2610,0.0212181340903043,-52,Meditron
2611,2.5633400582592003e-05,2,Meditron
2612,0.0003154700389131,5,Meditron
2613,0.0001337008288828,2,Meditron
2614,0.0011738088214769,-25,Meditron
2615,0.0039281458593904,-38,Meditron
2616,0.0001342861796729,5,Meditron
2617,0.0003884178004227,-1,Meditron
2618,0.0009613955044187,2,Meditron
2619,0.0006623360677622,1,Meditron
2620,0.0001473974552936,5,Meditron
2621,0.9999146461486816,-60,Meditron
2622,0.0006876525003463,1,Meditron
2623,0.0003593877481762,-44,Meditron
2624,0.885627031326294,-75,Meditron
2625,0.0002416219358565,-1,Meditron
2626,0.0001544777478557,-1,Meditron
2627,0.0011305820662528,-31,Meditron
2628,0.000907217443455,1,Meditron
2629,0.0004890469135716,-25,Meditron
2630,0.0345369316637516,-2,Meditron
2631,0.0002907558227889,3,Meditron
2632,0.0006549238460138,-8,Meditron
2633,0.0007300222059711,-25,Meditron
2634,0.0064105396158993,-6,Meditron
2635,0.0006606958340853,-11,Meditron
2636,0.000127943145344,0,Meditron
2637,0.0800206437706947,-18,Meditron
2638,0.0003665512485895,-36,Meditron
2639,0.0001046743273036,6,Meditron
2640,0.0006709398585371,-17,Meditron
2641,0.0002997684059664,19,Meditron
2642,0.0001544777478557,-1,Meditron
2643,0.0632846876978874,-30,Meditron
2644,0.9567003846168518,-20,Meditron
2645,0.0014148292830213,-24,Meditron
2646,0.0021595689468085,-42,Meditron
2647,0.0004194825014565,-1,Meditron
2648,0.0003582774079404,-23,Meditron
2649,0.0011447458527982,-48,Meditron
2650,0.0001544777478557,-1,Meditron
2651,0.0001544777478557,-1,Meditron
2652,0.0029059920925647,-26,Meditron
2653,0.0008225436322391,-27,Meditron
2654,0.9996964931488036,-10,Meditron
2655,0.0001544777478557,-1,Meditron
2656,0.0866576805710792,-8,Meditron
2657,0.0008441719110123,1,Meditron
2658,0.0002424957929179,-37,Meditron
2659,0.9947187900543212,-6,Meditron
2660,0.0003191816795151,7,Meditron
2661,0.9997816681861876,-59,Meditron
2662,0.0002204779302701,-1,Meditron
2663,9.476373088546096e-05,-6,Meditron
2664,0.995625376701355,-50,Meditron
2665,0.0003706415009219,1,Meditron
2666,0.9796699285507202,2,Meditron
2667,0.9994532465934752,3,Meditron
2668,0.0006451217341236,-22,Meditron
2669,0.998040497303009,-15,Meditron
2670,0.0006118906894698,-12,Meditron
2671,0.0009100754396058,-19,Meditron
2672,0.9986106157302856,-1,Meditron
2673,0.997490644454956,-3,Meditron
2674,0.0004482878721319,-22,Meditron
2675,0.0002304190275026,-2,Meditron
2676,0.0007173211197368,-22,Meditron
2677,0.0002235824795207,-11,Meditron
2678,0.000257065257756,-28,Meditron
2679,0.0097154090180993,-13,Meditron
2680,0.0001719277497613,-14,Meditron
2681,0.00014088426542,1,Meditron
2682,0.0004781724710483,-6,Meditron
2683,0.0418620407581329,-3,Meditron
2684,0.0013924420345574,-50,Meditron
2685,0.0013628499582409,-43,Meditron
2686,0.0005371673614718,-30,Meditron
2687,0.0010597746586427,-17,Meditron
2688,0.0005741433124057,-8,Meditron
2689,5.496227095136419e-05,5,Meditron
2690,0.0009308379376307,1,Meditron
2691,0.0003022790187969,-20,Meditron
2692,0.9989259839057922,-18,Meditron
2693,0.9993661046028136,-60,Meditron
2694,0.0003541539190337,3,Meditron
2695,0.0001245475723408,4,Meditron
2696,0.002193376654759,-41,Meditron
2697,0.0004716057737823,2,Meditron
2698,0.9998974800109864,-60,Meditron
2699,0.0121621424332261,0,Meditron
2700,0.0020976159721612,-41,Meditron
2701,0.0002340276405448,-18,Meditron
2702,5.849805165780708e-05,6,Meditron
2703,0.0001120850138249,-14,Meditron
2704,0.0024141282774508,-17,Meditron
2705,0.9988701939582824,4,Meditron
2706,0.9937018156051636,0,Meditron
2707,0.9015361070632936,2,Meditron
2708,0.0002021490363404,0,Meditron
2709,0.0179477278143167,-3,Meditron
2710,0.0030288039706647,-12,Meditron
2711,0.0008284061332233,-51,Meditron
2712,0.0405517630279064,-1,Meditron
2713,0.987355887889862,0,Meditron
2714,0.9998928308486938,-1,Meditron
2715,0.0002757115871645,5,Meditron
2716,0.0001918832713272,-29,Meditron
2717,0.0010985321132466,-1,Meditron
2718,0.0004881292115896,2,Meditron
2719,0.0008370928117074,-27,Meditron
2720,0.9998571872711182,17,Meditron
2721,0.9955387711524964,9,Meditron
2722,0.0001970102312043,-1,Meditron
2723,0.0057017896324396,-5,Meditron
2724,0.0015930897789075,-52,Meditron
2725,0.0002456432557664,-18,Meditron
2726,0.0004054292221553,1,Meditron
2727,0.9856154918670654,0,Meditron
2728,0.0005991449579596,-16,Meditron
2729,0.0011350712738931,-19,Meditron
2730,0.0001343796175206,-1,Meditron
2731,0.0011859674705192,-1,Meditron
2732,0.0007200325489975,5,Meditron
2733,0.9988023042678832,-1,Meditron
2734,0.9998936653137208,-8,Meditron
2735,0.0002304190275026,-2,Meditron
2736,0.0001544777478557,-1,Meditron
2737,0.0045667430385947,-11,Meditron
2738,0.0373105742037296,5,Meditron
2739,0.0007154860650189,-9,Meditron
2740,0.0003575019072741,-53,Meditron
2741,0.0001544777478557,-1,Meditron
2742,0.0006620179046876,-19,Meditron
2743,0.989062488079071,0,Meditron
2744,0.0067675258032977,25,Meditron
2745,0.0019322116859257,0,Meditron
2746,0.9780552983283995,-44,Meditron
2747,0.0045347376726567,-21,Meditron
2748,0.000311236915877,2,Meditron
2749,0.999929428100586,-60,Meditron
2750,0.0003328704624436,-1,Meditron
2751,0.9917997121810912,5,Meditron
2752,0.0785479843616485,-13,Meditron
2753,0.0001560778036946,6,Meditron
2754,0.0876539200544357,1,Meditron
2755,0.0002767176483757,-8,Meditron
2756,0.1881956309080124,-17,Meditron
2757,0.0001544777478557,-1,Meditron
2758,0.0007608716841787,-10,Meditron
2759,0.0003832091751974,-26,Meditron
2760,0.9957215785980223,-1,Meditron
2761,0.003026379738003,-46,Meditron
2762,0.0003793617943301,-47,Meditron
2763,0.0004302860470488,-27,Meditron
2764,0.0008411352173425,-22,Meditron
2765,9.396720997756348e-05,0,Meditron
2766,0.6556980013847351,-2,Meditron
2767,0.0011683203047141,-18,Meditron
2768,0.0010665454901754,-2,Meditron
2769,0.0130273755639791,-12,Meditron
2770,0.0006034267134964,-54,Meditron
2771,0.0001207357781822,-10,Meditron
2772,0.0002204779302701,-1,Meditron
2773,0.0003388908517081,-8,Meditron
2774,0.0006375335506163,-25,Meditron
2775,0.0001145252244896,-1,Meditron
2776,0.7924320697784424,-29,Meditron
2777,0.0046609775163233,-55,Meditron
2778,0.9997158646583556,15,Meditron
2779,0.9998528957366944,-90,Meditron
2780,0.0047701527364552,-14,Meditron
2781,0.0002653922128956,-43,Meditron
2782,0.0001544777478557,-1,Meditron
2783,0.7789303064346313,-10,Meditron
2784,0.0006102324114181,-14,Meditron
2785,0.9572617411613464,-11,Meditron
2786,0.0001544777478557,-1,Meditron
2787,0.9092987179756165,9,Meditron
2788,0.0026351560372859,-39,Meditron
2789,0.0005629800143651,-26,Meditron
2790,0.0005214039701968,-16,Meditron
2791,0.0007482802029699,-11,Meditron
2792,0.0001752883545123,-14,Meditron
2793,0.0004791262326762,-25,Meditron
2794,0.0002554009261075,-22,Meditron
2795,0.98200660943985,-98,Meditron
2796,0.0006876525003463,1,Meditron
2797,0.0003483818436507,-15,Meditron
2798,0.0004204551805742,-3,Meditron
2799,0.000349051086232,-23,Meditron
2800,7.731661025900394e-05,7,Meditron
2801,0.1166110932826995,-19,Meditron
2802,0.0138035044074058,-72,Meditron
2803,0.9994208812713624,-4,Meditron
2804,0.0001185406727017,-6,Meditron
2805,0.0208210814744234,-14,Meditron
2806,0.0812216624617576,-61,Meditron
2807,0.0011231902753934,-32,Meditron
2808,0.0002863712434191,-1,Meditron
2809,0.0421704798936843,4,Meditron
2810,0.0004011726705357,-21,Meditron
2811,7.12416585884057e-05,2,Meditron
2812,0.0023764627985656,-35,Meditron
2813,0.0002017923106905,-9,Meditron
2814,0.0006949739181436,-23,Meditron
2815,0.0002204779302701,-1,Meditron
2816,0.9979233741760254,0,Meditron
2817,0.0002636114659253,-18,Meditron
2818,0.0001257394615095,5,Meditron
2819,0.751784086227417,-5,Meditron
2820,0.0001544777478557,-1,Meditron
2821,0.9985595345497132,-61,Meditron
2822,0.0006339904502965,-25,Meditron
2823,0.9998770952224731,-59,Meditron
2824,0.9967823028564452,0,Meditron
2825,0.0010366938076913,-39,Meditron
2826,0.0048068398609757,-16,Meditron
2827,0.0087481318041682,2,Meditron
2828,0.0164905469864606,-3,Meditron
2829,0.0001265499304281,-18,Meditron
2830,0.0029527470469474,-5,Meditron
2831,0.0004564597038552,-22,Meditron
2832,0.0001997512299567,-14,Meditron
2833,0.0002404041442787,2,Meditron
2834,0.0708900615572929,-47,Meditron
2835,0.0003046365163754,-25,Meditron
2836,0.0664306730031967,-1,Meditron
2837,0.999929904937744,-12,Meditron
2838,0.0004246997414156,-17,Meditron
2839,0.0001791899121599,-3,Meditron
2840,0.0001079541107174,-6,Meditron
2841,0.9951125979423524,-58,Meditron
2842,0.0002304190275026,-2,Meditron
2843,0.9998877048492432,2,Meditron
2844,0.0001368868252029,4,Meditron
2845,0.0003218897618353,-2,Meditron
2846,0.0002496452943887,-18,Meditron
2847,0.0217536091804504,-5,Meditron
2848,0.0002116030518664,-39,Meditron
2849,0.0002835651685018,6,Meditron
2850,0.0002050228795269,-43,Meditron
2851,0.0004654703079722,-9,Meditron
2852,0.0001191641495097,-19,Meditron
2853,0.9993778467178344,-53,Meditron
2854,0.9997537732124328,-55,Meditron
2855,0.0001084821560652,6,Meditron
2856,0.9997954964637756,-6,Meditron
2857,0.000381417106837,4,Meditron
2858,0.9964165687561036,-54,Meditron
2859,0.0001332610263489,-1,Meditron
2860,0.0012562808115035,-37,Meditron
2861,0.263132244348526,-52,Meditron
2862,0.003362602321431,-7,Meditron
2863,0.0002204779302701,-1,Meditron
2864,0.0001544777478557,-1,Meditron
2865,0.2748322486877441,-53,Meditron
2866,0.9992238283157348,-8,Meditron
2867,0.9276360273361206,-49,Meditron
2868,0.0001423700596205,-11,Meditron
2869,0.999292016029358,-58,Meditron
2870,0.0002720028569456,-3,Meditron
2871,0.000412422028603,-5,Meditron
2872,0.000587880203966,-52,Meditron
2873,0.640557050704956,-12,Meditron
2874,0.0991966426372528,-20,Meditron
2875,0.0001275008544325,1,Meditron
2876,0.0003288870793767,0,Meditron
2877,0.0271732602268457,-56,Meditron
2878,0.0003190320858266,-22,Meditron
2879,0.0037789496127516,-52,Meditron
2880,0.0001544777478557,-1,Meditron
2881,0.0004536671331152,4,Meditron
2882,0.0001240997808054,-5,Meditron
2883,0.0001761908933985,-4,Meditron
2884,0.0014560249401256,-45,Meditron
2885,0.981255054473877,-5,Meditron
2886,0.0028247467707842,-4,Meditron
2887,0.0006133161950856,-22,Meditron
2888,0.99513840675354,-5,Meditron
2889,0.0014766749227419,-38,Meditron
2890,0.9999523162841796,-3,Meditron
2891,0.0002044182037934,-4,Meditron
2892,0.1866295635700225,-52,Meditron
2893,0.0006264561670832,-16,Meditron
2894,0.9998992681503296,-60,Meditron
2895,0.0005093720392324,18,Meditron
2896,0.0047859498299658,-20,Meditron
2897,0.0005415379418991,-28,Meditron
2898,0.0001015484594972,0,Meditron
2899,0.0018396904924884,-19,Meditron
2900,0.018043415620923,-51,Meditron
2901,0.0062198215164244,-42,Meditron
2902,0.0005486176232807,-17,Meditron
2903,0.0459137633442878,1,Meditron
2904,0.0012829072074964,-56,Meditron
2905,9.59944154601544e-05,4,Meditron
2906,0.0004716721014119,1,Meditron
2907,0.0017309003742411,-29,Meditron
2908,0.0005244318163022,-39,Meditron
2909,8.239407179644331e-05,1,Meditron
2910,0.0178857706487178,-16,Meditron
2911,0.0053891902789473,2,Meditron
2912,0.0004652001953218,-5,Meditron
2913,0.9920400381088256,-12,Meditron
2914,0.0003779041580855,-3,Meditron
2915,0.0012456520926207,-34,Meditron
2916,0.0126841878518462,-17,Meditron
2917,0.999830961227417,5,Meditron
2918,0.2834314107894897,5,Meditron
2919,0.2778986990451813,10,Meditron
2920,0.8353621363639832,4,Meditron
2921,0.0003010466753039,-16,Meditron
2922,0.9948602318763732,8,Meditron
2923,0.0459778420627117,-2,Meditron
2924,0.0108952298760414,-20,Meditron
2925,0.0016186957946047,-4,Meditron
2926,0.0092475516721606,-21,Meditron
2927,0.0003359768888913,7,Meditron
2928,0.0001154900310211,-4,Meditron
2929,8.732041897019371e-05,2,Meditron
2930,0.0005672881379723,0,Meditron
2931,0.0028523914515972,1,Meditron
2932,0.9999613761901855,10,Meditron
2933,0.9858036041259766,-1,Meditron
2934,0.0021319000516086,-14,Meditron
2935,0.998782217502594,-4,Meditron
2936,0.0445040091872215,-16,Meditron
2937,0.8137356042861938,1,Meditron
2938,0.447157472372055,-6,Meditron
2939,0.0008152230875566,-8,Meditron
2940,0.0001107312127714,5,Meditron
2941,2.710302396735642e-05,3,Meditron
2942,0.0008804033859632,-35,Meditron
2943,0.0003370740741956,-31,Meditron
2944,0.0001544777478557,-1,Meditron
2945,0.0103048495948314,-4,Meditron
2946,0.0006018247804604,-42,Meditron
2947,0.0004034402081742,-19,Meditron
2948,0.0005305818049237,-1,Meditron
2949,0.0018399022519588,-17,Meditron
2950,0.0001544777478557,-1,Meditron
2951,0.0227927546948194,0,Meditron
2952,0.9998489618301392,-52,Meditron
2953,0.0008318881737068,12,Meditron
2954,5.186712951399386e-05,8,Meditron
2955,0.0064698117785155,-14,Meditron
2956,0.0001544777478557,-1,Meditron
2957,0.0016537888441234,-42,Meditron
2958,0.0001027207472361,-1,Meditron
2959,0.0060631148517131,-1,Meditron
2960,0.0052958019077777,-3,Meditron
2961,0.0005357021000236,-36,Meditron
2962,0.0287101399153471,-20,Meditron
2963,6.221429066499695e-05,3,Meditron
2964,0.118616484105587,-34,Meditron
2965,0.0002204779302701,-1,Meditron
2966,0.0004563829861581,-18,Meditron
2967,0.0013700576964765,-58,Meditron
2968,0.0008892165496945,0,Meditron
2969,0.9713295698165894,-7,Meditron
2970,0.9985135197639464,-16,Meditron
2971,0.0001544777478557,-1,Meditron
2972,0.0289372373372316,-27,Meditron
2973,0.0001044270393322,5,Meditron
2974,0.0004280137072782,-43,Meditron
2975,0.0005697335000149,-15,Meditron
2976,0.0016716837417334,-32,Meditron
2977,0.0006074131233617,-4,Meditron
2978,0.0003072133113164,-24,Meditron
2979,0.0003011986264027,-34,Meditron
2980,0.000130003754748,-1,Meditron
2981,0.0004674825177062,-20,Meditron
2982,0.0004922294756397,-20,Meditron
2983,0.0002284484216943,-10,Meditron
2984,0.0010178163647651,-48,Meditron
2985,0.0001321081799687,2,Meditron
2986,0.0001417698949808,-1,Meditron
2987,0.0003163192304782,-43,Meditron
2988,0.0035802451893687,-49,Meditron
2989,0.6828510761260986,-9,Meditron
2990,0.0010752325179055,-44,Meditron
2991,0.9999068975448608,5,Meditron
2992,0.6023073196411133,-54,Meditron
2993,0.0058304122649133,-30,Meditron
2994,0.9995934367179872,-4,Meditron
2995,0.0035109135787934,-2,Meditron
2996,0.0009437247063033,-2,Meditron
2997,0.0001407005038345,-6,Meditron
2998,0.0004302216111682,-42,Meditron
2999,0.0003000151191372,-11,Meditron
3000,0.9826942086219788,22,CPO-Meditron_Lan
3001,0.0007554155890829,-3,CPO-Meditron_Lan
3002,0.000434553832747,-9,CPO-Meditron_Lan
3003,0.0022268609609454,-14,CPO-Meditron_Lan
3004,0.2084347307682037,3,CPO-Meditron_Lan
3005,0.0035921528469771,5,CPO-Meditron_Lan
3006,0.980469524860382,-7,CPO-Meditron_Lan
3007,0.0004362944164313,-2,CPO-Meditron_Lan
3008,0.0186564363539218,-3,CPO-Meditron_Lan
3009,0.0002018199593294,-9,CPO-Meditron_Lan
3010,0.9978836178779602,-13,CPO-Meditron_Lan
3011,0.0171668287366628,-15,CPO-Meditron_Lan
3012,0.0001310398365603,-4,CPO-Meditron_Lan
3013,0.9778584837913512,24,CPO-Meditron_Lan
3014,0.997676432132721,-8,CPO-Meditron_Lan
3015,0.0003783376305364,-8,CPO-Meditron_Lan
3016,0.0009952335385605,9,CPO-Meditron_Lan
3017,0.0001544777478557,-1,CPO-Meditron_Lan
3018,0.0002502896822988,-7,CPO-Meditron_Lan
3019,0.0007218311657197,-47,CPO-Meditron_Lan
3020,0.0003566322266124,-11,CPO-Meditron_Lan
3021,0.0002987818734254,-8,CPO-Meditron_Lan
3022,0.0008667432121001,-1,CPO-Meditron_Lan
3023,0.0011813717428594,-1,CPO-Meditron_Lan
3024,0.0092982864007353,-3,CPO-Meditron_Lan
3025,0.0002093119837809,24,CPO-Meditron_Lan
3026,0.061293851584196,1,CPO-Meditron_Lan
3027,0.0003835081588476,0,CPO-Meditron_Lan
3028,0.0003604601952247,-2,CPO-Meditron_Lan
3029,0.0010340835433453,-9,CPO-Meditron_Lan
3030,0.0004425018269103,-9,CPO-Meditron_Lan
3031,0.000422940851422,-2,CPO-Meditron_Lan
3032,0.000457419664599,-18,CPO-Meditron_Lan
3033,0.9899020195007324,0,CPO-Meditron_Lan
3034,0.9962530136108398,1,CPO-Meditron_Lan
3035,0.9976748824119568,25,CPO-Meditron_Lan
3036,0.8694212436676025,22,CPO-Meditron_Lan
3037,0.000549197779037,-1,CPO-Meditron_Lan
3038,0.0003149461117573,-9,CPO-Meditron_Lan
3039,0.0003682757087517,-39,CPO-Meditron_Lan
3040,0.0001027207472361,-1,CPO-Meditron_Lan
3041,0.0004286024486646,-8,CPO-Meditron_Lan
3042,0.0004212987550999,-2,CPO-Meditron_Lan
3043,0.0017665720079094,1,CPO-Meditron_Lan
3044,0.0009566718945279,-41,CPO-Meditron_Lan
3045,0.0002359792997594,-9,CPO-Meditron_Lan
3046,0.0002942123683169,-6,CPO-Meditron_Lan
3047,0.9905796647071838,33,CPO-Meditron_Lan
3048,0.000385263672797,-10,CPO-Meditron_Lan
3049,0.9991011619567872,-2,CPO-Meditron_Lan
3050,0.0134093007072806,15,CPO-Meditron_Lan
3051,0.0018377671949565,-1,CPO-Meditron_Lan
3052,0.0005844652187079,-1,CPO-Meditron_Lan
3053,0.9829436540603638,-27,CPO-Meditron_Lan
3054,0.9995936751365662,-11,CPO-Meditron_Lan
3055,0.0004199254035484,-2,CPO-Meditron_Lan
3056,0.000392355286749,-2,CPO-Meditron_Lan
3057,0.99820077419281,9,CPO-Meditron_Lan
3058,0.0005158390849828,-8,CPO-Meditron_Lan
3059,0.0001327022764598,-4,CPO-Meditron_Lan
3060,0.983952820301056,-4,CPO-Meditron_Lan
3061,0.999152898788452,-1,CPO-Meditron_Lan
3062,0.0146865621209144,-15,CPO-Meditron_Lan
3063,0.9899222254753112,-10,CPO-Meditron_Lan
3064,0.9980746507644652,-7,CPO-Meditron_Lan
3065,0.0004041321517433,-6,CPO-Meditron_Lan
3066,0.0010459470795467,-1,CPO-Meditron_Lan
3067,0.0005999995628371,-50,CPO-Meditron_Lan
3068,0.0140470089390873,1,CPO-Meditron_Lan
3069,0.0004666286986321,-2,CPO-Meditron_Lan
3070,0.000791638623923,-4,CPO-Meditron_Lan
3071,0.0028042928315699,-5,CPO-Meditron_Lan
3072,0.000194116437342,-11,CPO-Meditron_Lan
3073,0.007533733267337,-1,CPO-Meditron_Lan
3074,0.0005197239806875,-1,CPO-Meditron_Lan
3075,0.0004442337376531,-9,CPO-Meditron_Lan
3076,0.0290660131722688,-4,CPO-Meditron_Lan
3077,0.0004796878201887,-9,CPO-Meditron_Lan
3078,0.9931356906890868,-5,CPO-Meditron_Lan
3079,0.002244577743113,-2,CPO-Meditron_Lan
3080,0.0379018746316432,-8,CPO-Meditron_Lan
3081,0.0002076235687127,-37,CPO-Meditron_Lan
3082,0.0005565413157455,-1,CPO-Meditron_Lan
3083,0.0104634892195463,-4,CPO-Meditron_Lan
3084,0.357156902551651,0,CPO-Meditron_Lan
3085,0.0003988828975707,-53,CPO-Meditron_Lan
3086,0.0003578477189876,-9,CPO-Meditron_Lan
3087,0.9932067394256592,-21,CPO-Meditron_Lan
3088,0.0098664565011858,-4,CPO-Meditron_Lan
3089,0.0003755950310733,-1,CPO-Meditron_Lan
3090,0.995899260044098,-2,CPO-Meditron_Lan
3091,0.0001398745953338,12,CPO-Meditron_Lan
3092,0.9826699495315552,-5,CPO-Meditron_Lan
3093,0.0015320321545004,0,CPO-Meditron_Lan
3094,0.0005457895458675,-2,CPO-Meditron_Lan
3095,0.9990968704223632,0,CPO-Meditron_Lan
3096,0.9965968728065492,-10,CPO-Meditron_Lan
3097,0.9977545142173768,-2,CPO-Meditron_Lan
3098,0.6643834710121155,32,CPO-Meditron_Lan
3099,0.0040211044251918,3,CPO-Meditron_Lan
3100,0.9982805252075196,-7,CPO-Meditron_Lan
3101,0.0006835563108325,0,CPO-Meditron_Lan
3102,0.0008603477617725,-2,CPO-Meditron_Lan
3103,0.0004182588891126,-31,CPO-Meditron_Lan
3104,0.0002700103505048,-7,CPO-Meditron_Lan
3105,0.9973757266998292,-15,CPO-Meditron_Lan
3106,0.0009447369375266,-2,CPO-Meditron_Lan
3107,0.0002662389306351,-4,CPO-Meditron_Lan
3108,0.0014728527748957,-7,CPO-Meditron_Lan
3109,0.9929009675979614,-4,CPO-Meditron_Lan
3110,0.0002214071573689,-8,CPO-Meditron_Lan
3111,0.990103006362915,4,CPO-Meditron_Lan
3112,0.9986600875854492,-1,CPO-Meditron_Lan
3113,0.0001422038767486,-24,CPO-Meditron_Lan
3114,0.0032783800270408,0,CPO-Meditron_Lan
3115,0.9951124787330629,-17,CPO-Meditron_Lan
3116,0.0002093119837809,24,CPO-Meditron_Lan
3117,0.0036577186547219,-4,CPO-Meditron_Lan
3118,0.0003119246393907,-9,CPO-Meditron_Lan
3119,0.9124038219451904,-1,CPO-Meditron_Lan
3120,0.0003287641739007,-9,CPO-Meditron_Lan
3121,0.9964261651039124,-30,CPO-Meditron_Lan
3122,0.9984554052352904,0,CPO-Meditron_Lan
3123,0.0002077600656775,-8,CPO-Meditron_Lan
3124,0.0003815926320385,-1,CPO-Meditron_Lan
3125,0.0002182574971811,6,CPO-Meditron_Lan
3126,0.9899992346763612,-12,CPO-Meditron_Lan
3127,0.0004593187768477,-10,CPO-Meditron_Lan
3128,0.99917334318161,26,CPO-Meditron_Lan
3129,0.0002870285243261,-3,CPO-Meditron_Lan
3130,0.0003315401845611,-8,CPO-Meditron_Lan
3131,0.0057427831925451,17,CPO-Meditron_Lan
3132,0.0002822015667334,-11,CPO-Meditron_Lan
3133,0.0045987614430487,-2,CPO-Meditron_Lan
3134,0.0010626462753862,0,CPO-Meditron_Lan
3135,0.0016841928008943,-40,CPO-Meditron_Lan
3136,0.0005788109847344,-8,CPO-Meditron_Lan
3137,0.0004353399272076,-7,CPO-Meditron_Lan
3138,0.9946818947792052,24,CPO-Meditron_Lan
3139,0.000727105885744,-26,CPO-Meditron_Lan
3140,0.0012977942824363,-11,CPO-Meditron_Lan
3141,0.0002102878934238,-9,CPO-Meditron_Lan
3142,0.0004720691940747,-4,CPO-Meditron_Lan
3143,0.0005139120621606,-2,CPO-Meditron_Lan
3144,0.9981098175048828,-16,CPO-Meditron_Lan
3145,0.9022563099861144,-10,CPO-Meditron_Lan
3146,0.0010249591432511,-8,CPO-Meditron_Lan
3147,0.9990795850753784,-4,CPO-Meditron_Lan
3148,0.0051170703954994,8,CPO-Meditron_Lan
3149,0.9880717992782592,-1,CPO-Meditron_Lan
3150,0.0003949143865611,-9,CPO-Meditron_Lan
3151,0.0007014916627667,-8,CPO-Meditron_Lan
3152,0.0005787775153294,-1,CPO-Meditron_Lan
3153,0.000324138381984,-1,CPO-Meditron_Lan
3154,0.0004667858302127,-1,CPO-Meditron_Lan
3155,0.9757192730903624,-30,CPO-Meditron_Lan
3156,0.0031611516606062,-12,CPO-Meditron_Lan
3157,0.993519365787506,0,CPO-Meditron_Lan
3158,0.9049333333969116,-2,CPO-Meditron_Lan
3159,0.0008560708374716,-1,CPO-Meditron_Lan
3160,0.0003167513932567,-8,CPO-Meditron_Lan
3161,0.9991998076438904,10,CPO-Meditron_Lan
3162,0.2307677567005157,-2,CPO-Meditron_Lan
3163,0.0023148576728999,-1,CPO-Meditron_Lan
3164,0.000223976036068,-18,CPO-Meditron_Lan
3165,0.0005219795275479,-1,CPO-Meditron_Lan
3166,0.0069552604109048,-12,CPO-Meditron_Lan
3167,0.0050521101802587,-1,CPO-Meditron_Lan
3168,0.0004276409454178,2,CPO-Meditron_Lan
3169,0.0007068585255183,-1,CPO-Meditron_Lan
3170,0.0003165163216181,-2,CPO-Meditron_Lan
3171,0.0002598752907942,-7,CPO-Meditron_Lan
3172,0.0002843817055691,-8,CPO-Meditron_Lan
3173,0.0004626544832717,-1,CPO-Meditron_Lan
3174,0.0014346550451591,-1,CPO-Meditron_Lan
3175,0.0003732235054485,-11,CPO-Meditron_Lan
3176,0.000886830035597,-29,CPO-Meditron_Lan
3177,0.9736475944519044,-6,CPO-Meditron_Lan
3178,0.5257090330123901,-7,CPO-Meditron_Lan
3179,0.0001544777478557,-1,CPO-Meditron_Lan
3180,0.001417621737346,8,CPO-Meditron_Lan
3181,0.0002523404546082,-9,CPO-Meditron_Lan
3182,0.0003423111047595,-10,CPO-Meditron_Lan
3183,0.9984554052352904,0,CPO-Meditron_Lan
3184,0.0016264895675703,8,CPO-Meditron_Lan
3185,0.0006104266503825,3,CPO-Meditron_Lan
3186,0.0004599819658324,-2,CPO-Meditron_Lan
3187,0.0004964750842191,-7,CPO-Meditron_Lan
3188,0.0117582520470023,9,CPO-Meditron_Lan
3189,0.0006110522081144,-1,CPO-Meditron_Lan
3190,0.0025355238467454,2,CPO-Meditron_Lan
3191,0.0278022065758705,-32,CPO-Meditron_Lan
3192,0.0003432151861488,0,CPO-Meditron_Lan
3193,0.0004866702656727,-40,CPO-Meditron_Lan
3194,0.0010375033598393,-28,CPO-Meditron_Lan
3195,0.9971439242362976,52,CPO-Meditron_Lan
3196,0.0019060744671151,14,CPO-Meditron_Lan
3197,0.0003472403623163,-2,CPO-Meditron_Lan
3198,0.996464729309082,27,CPO-Meditron_Lan
3199,0.001421753433533,-7,CPO-Meditron_Lan
3200,0.0049416534602642,-31,CPO-Meditron_Lan
3201,0.0001689876808086,-8,CPO-Meditron_Lan
3202,0.002071016235277,-4,CPO-Meditron_Lan
3203,0.0004135776252951,-9,CPO-Meditron_Lan
3204,0.0005902647972106,-6,CPO-Meditron_Lan
3205,0.972976803779602,-9,CPO-Meditron_Lan
3206,0.0004864308866672,-2,CPO-Meditron_Lan
3207,0.0034251417964696,-19,CPO-Meditron_Lan
3208,0.0002905137953348,-6,CPO-Meditron_Lan
3209,0.00040096353041,-49,CPO-Meditron_Lan
3210,0.000115686780191,2,CPO-Meditron_Lan
3211,0.0002597679267637,-9,CPO-Meditron_Lan
3212,0.0003679327201098,-21,CPO-Meditron_Lan
3213,0.9669797420501708,-4,CPO-Meditron_Lan
3214,0.9990795850753784,-4,CPO-Meditron_Lan
3215,0.0012824775185436,-42,CPO-Meditron_Lan
